shipment_id,order_id,carrier_name,warehouse_id,shipment_date,estimated_delivery_date,actual_delivery_date,shipping_mode,shipment_cost,delay_reason
SHIP-001554,ORD-001740,DHL,Warehouse 37,Jul 15 2025,2025-07-20,Jul 19 2025,Air,56.29,Weather Disruption
SHIP-001555,ORD-000182,,wh09,2025-07-19,2025-07-25,26-Jul-2025,Ground,25.33,Documentation Error
SHIP-001556,ORD-000185,aramex,Warehouse 33,2025-04-28,2025-04-30,2025/04/29,Ground,31.27,Vehicle Breakdown
SHIP-001557,ORD-000407,,WH-27,2026-05-11,2026/05/13,2026-05-12,Express,57.6,
SHIP-001558,ORD-000866,Fed Ex,Warehouse 30,2026-05-25,2026-05-28,27-May-2026,Air,47.76,Incorrect Address
SHIP-001559,ORD-000521,UPS,wh60,2025-10-06,2025-10-12,2025-10-10,Air,79.52,Port Congestion
SHIP-001560,ORD-001004,DHL,wh08,2025/04/30,May 01 2025,2025-05-01,Express,57.12,Customs Clearance Delay
SHIP-001561,ORD-000381,dhl express,wh-42,2025/03/27,01-Apr-2025,2025-04-01,Air,56.15,Vehicle Breakdown
SHIP-001562,ORD-001435,fedex,WH-27,2025-12-14,2025/12/16,2025-12-17,Express,52.15,Port Congestion
SHIP-001563,ORD-001394,FedEx,WH-27,2025-07-03,2025-07-04,2025-07-04,Express,70.13,Labor Shortage
SHIP-001564,ORD-001425,UPS,wh47,2026-02-25,Mar 01 2026,03-Mar-2026,Ground,25.03,Carrier Capacity Shortage
SHIP-001565,ORD-000428,aramex,WH-35,Feb 03 2025,2025/02/08,06-Feb-2025,Ground,18.39,Labor Shortage
SHIP-001566,ORD-000079,,WH-07,2026-02-10,2026/02/12,Feb 11 2026,Ground,22.62,
SHIP-001567,ORD-001010,Aramex,WH-36,21-Sep-2025,Sep 27 2025,28-Sep-2025,Express,56.96,Labor Shortage
SHIP-001568,ORD-001813,USPS,wh-47,2025-11-08,Nov 13 2025,2025-11-17,Ground,25.6,Supplier Stock Shortage
SHIP-001569,ORD-000608,Blue Dart,WH-50,2025/03/17,21-Mar-2025,2025-03-22,Air,48.26,Documentation Error
SHIP-001570,ORD-001645,bluedart,WH-56,2026/04/22,2026-04-24,25-Apr-2026,Ground,25.35,Supplier Stock Shortage
SHIP-001571,ORD-001831,bluedart,Warehouse 47,2025/06/17,2025-06-21,2025-06-20,Ground,19.51,
SHIP-001572,ORD-001681,Aramex,Warehouse 13,2025-11-03,Nov 09 2025,08-Nov-2025,Express,56.1,
SHIP-001573,ORD-001058,Fed Ex,WH-47,2026/05/01,2026/05/09,2026-05-18,Ground,21.95,Labor Shortage
SHIP-001574,ORD-001441,usps,WH-38,2025-01-13,Jan 18 2025,2025-01-16,Ground,28.59,
SHIP-001575,ORD-001515,U.P.S.,WH-24,Aug 24 2025,2025-08-29,27-Aug-2025,Air,49.48,Incorrect Address
SHIP-001576,ORD-001092,Aramex,WH-04,Dec 24 2025,2025-12-29,2026-01-01,Express,52.4,Labor Shortage
SHIP-001577,ORD-001561,,wh32,Apr 04 2025,Apr 04 2025,04-Apr-2025,Air,53.04,Documentation Error
SHIP-001578,ORD-001102,aramex,WH-31,19-Nov-2025,2025-11-20,2025-11-21,Express,63.97,Weather Disruption
SHIP-001579,ORD-001130,Aramex,Warehouse 59,2026/02/03,2026/02/09,,Ground,27.15,Documentation Error
SHIP-001580,ORD-001236,Blue Dart,WH-03,2025-02-01,2025-02-07,10-Feb-2025,Air,44.5,Weather Disruption
SHIP-001581,ORD-001628,FEDEX,WH-09,2025/12/22,24-Dec-2025,2025/12/25,Air,68.03,Vehicle Breakdown
SHIP-001582,ORD-000959,MAERSK,WH-60,11-Mar-2026,2026-03-17,,Ocean,19.56,
SHIP-001583,ORD-000560,BlueDart,Warehouse 37,Nov 16 2025,19-Nov-2025,2025-11-19,Air,50.9,Carrier Capacity Shortage
SHIP-001584,ORD-000847,maersk,Warehouse 37,21-Feb-2026,Feb 25 2026,Feb 24 2026,Ocean,12.01,Incorrect Address
SHIP-001585,ORD-000691,ups,WH-30,Mar 21 2025,2025-03-23,,Ground,25.32,
SHIP-001586,ORD-001520,FedEx,WH-51,2025-06-14,2025-06-17,2025-06-16,Ground,31.1,Documentation Error
SHIP-001587,ORD-001782,DHL Express,WH-23,05-May-2026,2026-05-05,2026-05-09,Air,47.2,Supplier Stock Shortage
SHIP-001588,ORD-001718,dhl express,wh-55,Jun 18 2025,Jun 19 2025,Jun 18 2025,Air,52.07,
SHIP-001589,ORD-000437,XPO Logistics,wh36,Sep 23 2025,26-Sep-2025,2025-09-24,Rail,25.33,
SHIP-001590,ORD-000491,U.S.P.S.,WH-60,04-May-2025,2025-05-11,May 10 2025,Ground,31.87,Documentation Error
SHIP-001591,ORD-001836,FEDEX,WH-10,2025/12/18,2025/12/18,2025-12-18,Air,48.77,Vehicle Breakdown
SHIP-001592,ORD-001694,dhl,WH-42,17-Feb-2025,2025/02/22,2025/02/22,Air,46.38,
SHIP-001593,ORD-001388,aramex,WH-59,2026-04-29,2026-05-04,2026/05/02,Ground,18.78,
SHIP-001594,ORD-000070,U.P.S.,WH-27,2026-05-11,May 14 2026,15-May-2026,Ground,28.42,Incorrect Address
SHIP-001595,ORD-001573,Aramex,WH-21,2025-05-19,2025-05-24,2025/05/23,Express,73.86,
SHIP-001596,ORD-000809,maersk,Warehouse 8,28-Jul-2025,2025-07-31,Jul 30 2025,Ocean,15.63,Documentation Error
SHIP-001597,ORD-001185,MAERSK,Warehouse 15,Jan 08 2026,12-Jan-2026,2026-01-12,Ocean,25.46,
SHIP-001598,ORD-000012,FedEx,wh-06,2026/03/24,Apr 01 2026,Mar 30 2026,Express,71.56,Documentation Error
SHIP-001599,ORD-000145,U.P.S.,WH-37,08-Apr-2025,16-Apr-2025,2025-04-16,Air,45.17,
SHIP-001600,ORD-000918,ups,Warehouse 39,2025/09/10,2025-09-15,13-Sep-2025,Air,57.34,
SHIP-001601,ORD-001542,,wh35,Jul 04 2025,05-Jul-2025,2025/07/13,Ocean,13.35,Labor Shortage
SHIP-001602,ORD-001452,usps,WH-31,22-Jul-2025,Jul 24 2025,2025/07/23,Ground,33.47,Customs Clearance Delay
SHIP-001603,ORD-000640,DHL,wh25,Jan 18 2026,2026-01-19,2026-01-19,Air,41.1,
SHIP-001604,ORD-000177,Fed Ex,WH-41,2025/11/17,20-Nov-2025,Nov 21 2025,Ground,16.23,Incorrect Address
SHIP-001605,ORD-000995,,Warehouse 36,2026/02/06,Feb 10 2026,2026/02/10,Air,43.87,
SHIP-001606,ORD-000441,U.P.S.,WH-46,03-Oct-2025,06-Oct-2025,2025-10-05,Air,52.67,
SHIP-001607,ORD-000522,fedex,WH-12,2026/03/27,02-Apr-2026,Apr 01 2026,Air,49.99,Weather Disruption
SHIP-001608,ORD-001820,usps,Warehouse 31,2026-05-31,May 30 2026,2026-05-31,Ground,33.79,Vehicle Breakdown
SHIP-001609,ORD-001786,MAERSK,WH-49,2026-05-15,2026/05/19,18-May-2026,Ocean,19.54,Customs Clearance Delay
SHIP-001610,ORD-001005,DHL,Warehouse 37,09-May-2026,11-May-2026,May 13 2026,Air,43.41,Customs Clearance Delay
SHIP-001611,ORD-001256,MAERSK,Warehouse 8,Jan 14 2026,Jan 17 2026,2026/01/15,Ocean,21.23,
SHIP-001612,ORD-001235,Blue Dart,WH-37,25-Sep-2025,2025/09/26,Sep 26 2025,Ground,29.52,
SHIP-001613,ORD-000144,dhl,wh-25,2026-05-04,May 05 2026,2026-05-04,Air,52.1,
SHIP-001614,ORD-000754,UPS,WH-02,25-Aug-2025,31-Aug-2025,Aug 29 2025,Air,52.46,Weather Disruption
SHIP-001615,ORD-000520,,WH-32,May 03 2026,May 03 2026,,Ground,30.69,
SHIP-001616,ORD-001842,maersk,WH-31,May 22 2026,2026/05/27,2026-05-29,Ocean,20.08,Documentation Error
SHIP-001617,ORD-001323,ARAMEX,WH-39,2025-01-22,Jan 28 2025,2025/01/28,Ground,33.78,Customs Clearance Delay
SHIP-001618,ORD-000823,dhl,Warehouse 34,2025-09-11,2025-09-13,13-Sep-2025,Air,41.87,Vehicle Breakdown
SHIP-001619,ORD-000429,Aramex,wh30,2025-11-22,2025-11-25,Nov 24 2025,Ground,34.4,Vehicle Breakdown
SHIP-001620,ORD-000613,USPS,WH-46,2026-05-20,May 23 2026,2026-05-22,Ground,33.97,
SHIP-001621,ORD-001506,fedex,WH-51,2025/07/22,2025/07/29,2025-07-29,Express,55.62,
SHIP-001622,ORD-001033,fedex,wh32,25-Jan-2026,2026-01-25,Jan 26 2026,Express,58.27,
SHIP-001623,ORD-000157,USPS,wh34,Jun 24 2025,Jun 26 2025,,Ground,28.97,
SHIP-001624,ORD-000540,ups,WH-48,Jan 05 2026,2026-01-11,Jan 10 2026,Air,76.66,
SHIP-001625,ORD-001531,Blue Dart,WH-39,2025-04-23,26-Apr-2025,2025-04-24,Air,48.07,Weather Disruption
SHIP-001626,ORD-001461,maersk,WH-50,Oct 03 2025,Oct 07 2025,2025-10-07,Ocean,19.34,Carrier Capacity Shortage
SHIP-001627,ORD-001291,fedex,WH-37,2025-05-10,2025-05-17,2025/05/16,Ground,19.03,
SHIP-001628,ORD-000462,dhl,WH-11,2025-02-15,Feb 21 2025,Feb 19 2025,Air,62.63,Vehicle Breakdown
SHIP-001629,ORD-000577,ARAMEX,WH-20,2025-11-10,2025-11-15,2025-11-14,Ground,28.23,Vehicle Breakdown
SHIP-001630,ORD-001363,XPO Logistics,Warehouse 6,2026/03/07,2026-03-12,2026/03/12,Rail,19.96,
SHIP-001631,ORD-000256,U.P.S.,wh-12,2026-01-02,2026-01-06,2026-01-06,Air,49.4,
SHIP-001632,ORD-000980,fedex,wh32,2025-03-31,05-Apr-2025,2025-04-04,Air,55.72,Port Congestion
SHIP-001633,ORD-001186,,wh05,Oct 12 2025,2025-10-16,2025/10/16,Ground,25.93,Labor Shortage
SHIP-001634,ORD-001007,U.P.S.,Warehouse 53,21-Jan-2025,Jan 25 2025,2025/01/23,Ground,28.18,
SHIP-001635,ORD-001522,FEDEX,wh-29,28-May-2025,2025-05-31,,Ground,19.64,
SHIP-001636,ORD-000561,XPO,WH-43,2025/05/02,2025-05-06,2025/05/04,Rail,17.14,Supplier Stock Shortage
SHIP-001637,ORD-000209,UPS,WH-32,2026-02-02,2026-02-02,03-Feb-2026,Air,59.54,Customs Clearance Delay
SHIP-001638,ORD-000911,U.S.P.S.,Warehouse 7,2025-12-03,2025/12/06,2025/12/12,Ground,21.4,Weather Disruption
SHIP-001639,ORD-001312,FedEx,WH-17,2026-04-27,Apr 28 2026,Apr 28 2026,Ground,30.3,Vehicle Breakdown
SHIP-001640,ORD-000002,usps,WH-02,2025-07-06,2025-07-08,06-Jul-2025,Ground,20.23,
SHIP-001641,ORD-001366,FedEx,Warehouse 54,04-Mar-2025,06-Mar-2025,05-Mar-2025,Ground,16.7,Carrier Capacity Shortage
SHIP-001642,ORD-000270,Fed Ex,wh-31,2026/05/16,2026/05/24,2026-05-23,Air,57.47,
SHIP-001643,ORD-000266,usps,wh04,14-Apr-2025,Apr 17 2025,2025/04/18,Ground,22.02,Labor Shortage
SHIP-001644,ORD-000915,FedEx,WH-09,Mar 05 2026,09-Mar-2026,2026-03-07,Ground,40.27,
SHIP-001645,ORD-000231,bluedart,WH-33,2025/05/19,20-May-2025,2025-05-31,Air,44.92,Customs Clearance Delay
SHIP-001646,ORD-001816,DHL Express,WH-53,2025-12-01,09-Dec-2025,2025/12/07,Air,42.47,
SHIP-001647,ORD-001120,U.S.P.S.,WH-48,2025/09/10,Sep 11 2025,Sep 18 2025,Ground,20.51,Customs Clearance Delay
SHIP-001648,ORD-001811,Fed Ex,WH-38,2025/05/03,03-May-2025,May 04 2025,Air,49.34,Warehouse Processing Backlog
SHIP-001649,ORD-000865,BlueDart,WH-42,2025-02-24,2025-03-03,2025/02/28,Air,74.49,Incorrect Address
SHIP-001650,ORD-001067,dhl,WH-53,2025-08-04,2025-08-07,09-Aug-2025,Air,62.15,Weather Disruption
SHIP-001651,ORD-000874,FEDEX,WH-36,2025/02/24,Feb 28 2025,2025/02/25,Air,57.18,
SHIP-001652,ORD-001757,usps,WH-14,May 21 2026,2026-05-22,2026-05-30,Ground,40.61,Documentation Error
SHIP-001653,ORD-000399,UPS,wh15,2026-01-23,27-Jan-2026,2026-01-27,Air,48.2,
SHIP-001654,ORD-001684,ups,WH-26,19-Jun-2025,27-Jun-2025,25-Jun-2025,Air,46.09,Port Congestion
SHIP-001655,ORD-001653,UPS,WH-37,2026/05/01,May 01 2026,03-May-2026,Air,58.01,Incorrect Address
SHIP-001656,ORD-000046,ups,WH-03,2025/07/15,Jul 20 2025,,Ground,24.93,Port Congestion
SHIP-001657,ORD-000162,U.S.P.S.,wh51,Sep 07 2025,2025/09/10,2025/09/09,Ground,20.33,
SHIP-001658,ORD-000992,dhl express,WH-41,09-Aug-2025,2025-08-13,2025-08-13,Express,45.61,Port Congestion
SHIP-001659,ORD-000728,xpo logistics,Warehouse 42,08-Nov-2025,Nov 09 2025,2025-11-10,Ground,19.88,Warehouse Processing Backlog
SHIP-001660,ORD-000630,Fed Ex,WH-45,May 03 2026,08-May-2026,May 06 2026,Ground,28.88,Port Congestion
SHIP-001661,ORD-000289,,wh48,2025/04/04,2025-04-07,2025-04-07,Express,51.35,Vehicle Breakdown
SHIP-001662,ORD-001614,bluedart,WH-46,2025/07/01,Jul 04 2025,03-Jul-2025,Ground,31.78,Labor Shortage
SHIP-001663,ORD-001060,ups,wh29,May 01 2025,May 09 2025,2025-05-08,Ground,18.31,Customs Clearance Delay
SHIP-001664,ORD-001797,bluedart,WH-37,08-Dec-2025,Dec 10 2025,Dec 08 2025,Ground,20.0,Warehouse Processing Backlog
SHIP-001665,ORD-000576,,wh-43,2025-06-03,2025-06-05,2025/06/05,Air,64.75,
SHIP-001666,ORD-000851,dhl,Warehouse 54,2025-10-18,17-Oct-2025,2025-10-18,Express,64.06,Incorrect Address
SHIP-001667,ORD-001340,fedex,WH-28,2025/03/21,2025-03-24,Mar 25 2025,Express,56.42,Incorrect Address
SHIP-001668,ORD-000912,FedEx,WH-44,2025/07/03,2025/07/03,2025/07/08,Express,56.41,Port Congestion
SHIP-001669,ORD-001255,FEDEX,WH-25,2026/01/22,25-Jan-2026,Jan 27 2026,Air,44.58,Port Congestion
SHIP-001670,ORD-001677,dhl express,WH-38,2026-01-14,16-Jan-2026,2026-01-17,Air,59.82,Warehouse Processing Backlog
SHIP-001671,ORD-000933,usps,WH-02,2025/01/15,Jan 20 2025,Jan 19 2025,Ground,36.04,
SHIP-001672,ORD-001101,UPS,WH-48,05-Aug-2025,2025/08/08,Aug 08 2025,Ground,24.13,
SHIP-001673,ORD-001658,FedEx,WH-05,2026/04/07,2026/04/11,Apr 09 2026,Ground,23.98,
SHIP-001674,ORD-001208,bluedart,WH-34,2025-10-26,2025/10/27,2025-10-27,Air,45.8,Customs Clearance Delay
SHIP-001675,ORD-000248,,WH-07,2025/09/13,2025-09-15,2025-09-14,Ground,27.04,
SHIP-001676,ORD-000477,xpo logistics,WH-48,Mar 02 2026,2026-03-09,,Ground,16.85,Weather Disruption
SHIP-001677,ORD-000086,,WH-27,2025-06-05,09-Jun-2025,2025/06/10,Air,48.7,Warehouse Processing Backlog
SHIP-001678,ORD-000470,,WH-10,2026/04/07,2026/04/11,Apr 12 2026,Air,57.25,Warehouse Processing Backlog
SHIP-001679,ORD-000226,fedex,WH-38,2026-05-21,27-May-2026,May 27 2026,Air,50.2,
SHIP-001680,ORD-000775,Fed Ex,WH-42,09-Apr-2026,Apr 13 2026,2026-04-12,Express,61.43,Warehouse Processing Backlog
SHIP-001681,ORD-000332,bluedart,WH-58,2025/02/27,2025-02-28,2025-02-28,Air,51.85,Vehicle Breakdown
SHIP-001682,ORD-000234,MAERSK,WH-07,2025-06-19,Jun 22 2025,2025-06-22,Ocean,21.49,Port Congestion
SHIP-001683,ORD-000589,dhl express,wh50,2025-01-13,2025/01/16,2025/01/16,Express,56.22,Carrier Capacity Shortage
SHIP-001684,ORD-000476,BlueDart,WH-42,2026/05/20,May 27 2026,26-May-2026,Air,55.83,Labor Shortage
SHIP-001685,ORD-001285,U.S.P.S.,WH-25,Feb 03 2025,08-Feb-2025,Feb 05 2025,Ground,23.71,Documentation Error
SHIP-001686,ORD-000600,U.S.P.S.,WH-41,Dec 31 2025,2026-01-05,2026-01-04,Ground,19.72,Labor Shortage
SHIP-001687,ORD-000422,aramex,WH-19,Apr 06 2025,2025-04-10,2025/04/09,Express,68.18,
SHIP-001688,ORD-000183,FEDEX,WH-46,2026-03-31,2026-04-03,,Air,54.83,
SHIP-001689,ORD-000989,aramex,WH-43,2025-08-18,2025-08-19,2025-08-19,Express,47.58,
SHIP-001690,ORD-001001,USPS,wh42,15-Dec-2025,17-Dec-2025,,Ground,27.19,Incorrect Address
SHIP-001691,ORD-001642,maersk,Warehouse 37,26-Sep-2025,02-Oct-2025,2025-10-03,Ocean,11.38,Incorrect Address
SHIP-001692,ORD-001357,Fed Ex,wh02,12-Jan-2026,2026-01-18,2026-01-16,Ground,18.6,
SHIP-001693,ORD-001463,XPO,wh01,Feb 18 2026,Feb 21 2026,2026/02/21,Ground,28.03,Vehicle Breakdown
SHIP-001694,ORD-000050,fedex,WH-43,2025-10-31,2025/11/02,Nov 03 2025,Air,60.63,Vehicle Breakdown
SHIP-001695,ORD-001727,,WH-13,02-Jun-2025,Jun 05 2025,2025-06-03,Express,77.61,Carrier Capacity Shortage
SHIP-001696,ORD-001030,FEDEX,wh-32,May 10 2025,11-May-2025,May 13 2025,Express,71.83,Labor Shortage
SHIP-001697,ORD-000530,dhl,WH-17,30-Nov-2025,2025/12/02,2025-11-30,Express,48.37,Supplier Stock Shortage
SHIP-001698,ORD-001259,,WH-39,10-Sep-2025,2025-09-15,2025-09-14,Express,73.82,Warehouse Processing Backlog
SHIP-001699,ORD-000487,ups,Warehouse 3,17-Apr-2026,Apr 20 2026,Apr 21 2026,Ground,31.81,Vehicle Breakdown
SHIP-001700,ORD-001795,FedEx,WH-38,2025-11-04,11-Nov-2025,11-Nov-2025,Ground,32.64,Labor Shortage
SHIP-001701,ORD-000498,U.P.S.,wh-28,11-Jan-2026,2026/01/15,2026/01/17,Air,45.55,Labor Shortage
SHIP-001702,ORD-001647,UPS,WH-10,2025/07/09,Jul 09 2025,2025-07-10,Ground,28.83,Documentation Error
SHIP-001703,ORD-000107,,Warehouse 45,Apr 28 2026,2026-05-06,2026/05/04,Express,59.19,
SHIP-001704,ORD-000444,BlueDart,Warehouse 50,2026-02-11,2026-02-15,15-Feb-2026,Air,52.72,
SHIP-001705,ORD-001513,DHL Express,WH-53,2025-07-21,2025-07-21,2025-07-23,Air,54.27,Carrier Capacity Shortage
SHIP-001706,ORD-000647,dhl,WH-36,2025-01-13,2025-01-16,2025-01-15,Air,49.09,Incorrect Address
SHIP-001707,ORD-001037,Maersk Line,WH-26,31-Dec-2025,2026-01-01,31-Dec-2025,Ocean,18.73,
SHIP-001708,ORD-000727,xpo logistics,WH-07,2025-12-13,2025-12-14,2025/12/15,Rail,22.82,Documentation Error
SHIP-001709,ORD-000191,Maersk Line,WH-59,Mar 02 2025,2025-03-10,Mar 07 2025,Ocean,30.16,
SHIP-001710,ORD-000283,dhl,WH-20,Mar 31 2026,2026-04-06,04-Apr-2026,Express,63.48,Documentation Error
SHIP-001711,ORD-000030,maersk,WH-29,Apr 19 2026,25-Apr-2026,Apr 24 2026,Ocean,29.49,Carrier Capacity Shortage
SHIP-001712,ORD-000170,ups,Warehouse 31,2025-04-19,2025-04-23,Apr 21 2025,Air,52.23,Weather Disruption
SHIP-001713,ORD-001002,XPO,WH-16,2026-02-11,2026-02-14,15-Feb-2026,Rail,17.02,Port Congestion
SHIP-001714,ORD-001205,DHL,wh12,2025/09/29,07-Oct-2025,2025/10/06,Express,52.74,Labor Shortage
SHIP-001715,ORD-000101,ARAMEX,wh51,2025-10-30,03-Nov-2025,2025-11-03,Express,63.39,Port Congestion
SHIP-001716,ORD-000198,dhl express,wh29,2026-04-14,2026-04-16,2026/04/15,Express,66.66,
SHIP-001717,ORD-000496,DHL Express,wh-13,16-May-2026,2026-05-18,2026-05-18,Express,65.02,Supplier Stock Shortage
SHIP-001718,ORD-000648,FedEx,WH-02,May 07 2026,2026-05-11,2026-05-11,Express,56.87,Weather Disruption
SHIP-001719,ORD-000988,,WH-38,Jul 14 2025,2025/07/22,Jul 21 2025,Express,57.9,Vehicle Breakdown
SHIP-001720,ORD-000045,UPS,wh03,Jul 24 2025,Jul 30 2025,Jul 30 2025,Air,50.06,Documentation Error
SHIP-001721,ORD-001779,U.P.S.,WH-58,2026-03-28,2026/03/30,30-Mar-2026,Air,41.96,
SHIP-001722,ORD-000711,,WH-32,2026-05-25,2026-05-30,,Express,50.53,
SHIP-001723,ORD-000374,XPO Logistics,wh-14,20-Dec-2025,2025-12-21,2025-12-23,Rail,26.9,Vehicle Breakdown
SHIP-001724,ORD-000679,fedex,WH-49,May 22 2025,2025-05-23,2025-05-24,Ground,23.29,Supplier Stock Shortage
SHIP-001725,ORD-000567,MAERSK,WH-15,2025-08-20,Aug 20 2025,2025-08-21,Ocean,11.32,Vehicle Breakdown
SHIP-001726,ORD-001673,U.P.S.,WH-42,2025/01/27,Jan 28 2025,04-Feb-2025,Air,50.21,Customs Clearance Delay
SHIP-001727,ORD-000848,,wh35,24-Jun-2025,Jun 28 2025,2025/06/29,Express,50.88,
SHIP-001728,ORD-000461,usps,wh48,Apr 09 2025,2025-04-12,2025/04/11,Ground,19.35,Supplier Stock Shortage
SHIP-001729,ORD-001438,FedEx,WH-02,15-Aug-2025,Aug 23 2025,2025-08-21,Ground,17.87,
SHIP-001730,ORD-001156,Fed Ex,wh-12,04-Nov-2025,2025-11-05,2025/11/04,Express,51.82,Warehouse Processing Backlog
SHIP-001731,ORD-000040,Blue Dart,Warehouse 24,Mar 12 2025,Mar 17 2025,2025/03/17,Air,39.72,Supplier Stock Shortage
SHIP-001732,ORD-000435,fedex,WH-20,15-Sep-2025,2025-09-19,Sep 17 2025,Air,43.87,Labor Shortage
SHIP-001733,ORD-000974,Fed Ex,Warehouse 30,2026/02/18,23-Feb-2026,Feb 24 2026,Express,61.01,Weather Disruption
SHIP-001734,ORD-001240,Aramex,WH-09,2025/07/24,2025-07-26,24-Jul-2025,Ground,27.86,Labor Shortage
SHIP-001735,ORD-001008,dhl,wh-54,May 08 2025,15-May-2025,2025-05-16,Express,65.08,Carrier Capacity Shortage
SHIP-001736,ORD-001580,XPO,WH-32,2025/07/31,Aug 04 2025,,Rail,25.57,Vehicle Breakdown
SHIP-001737,ORD-001591,,WH-28,Jan 16 2026,2026/01/18,Jan 22 2026,Express,46.33,Weather Disruption
SHIP-001738,ORD-001499,U.P.S.,WH-07,2025-01-18,2025/01/20,2025/01/20,Ground,23.15,Warehouse Processing Backlog
SHIP-001739,ORD-000457,usps,wh06,2025-06-05,Jun 06 2025,2025/06/07,Ground,22.67,
SHIP-001740,ORD-000261,usps,WH-51,21-Apr-2025,Apr 27 2025,2025-04-27,Ground,19.45,
SHIP-001741,ORD-000036,DHL,WH-29,2025-01-07,2025-01-12,Jan 18 2025,Express,48.87,Carrier Capacity Shortage
SHIP-001742,ORD-000828,,wh-30,30-Apr-2026,2026-05-01,May 01 2026,Air,53.43,
SHIP-001743,ORD-000310,U.P.S.,WH-38,2025-11-12,2025/11/11,,Air,48.71,
SHIP-001744,ORD-000277,maersk,WH-59,Mar 11 2025,2025/03/12,Mar 11 2025,Ocean,13.89,Port Congestion
SHIP-001745,ORD-000637,UPS,Warehouse 58,2025/08/29,2025/09/06,Sep 09 2025,Air,41.52,Carrier Capacity Shortage
SHIP-001746,ORD-000655,UPS,WH-04,2025-03-07,09-Mar-2025,10-Mar-2025,Air,56.04,Supplier Stock Shortage
SHIP-001747,ORD-000623,fedex,WH-01,2025/06/28,2025/07/01,2025-07-01,Ground,30.23,Carrier Capacity Shortage
SHIP-001748,ORD-000845,,wh21,Apr 23 2026,2026-04-26,,Rail,27.48,
SHIP-001749,ORD-000394,,WH-27,2025/12/06,2025-12-11,Dec 12 2025,Ground,29.85,Port Congestion
SHIP-001750,ORD-000108,fedex,wh-29,Jan 06 2026,08-Jan-2026,,Ground,29.84,
SHIP-001751,ORD-000350,Blue Dart,WH-04,Feb 27 2025,02-Mar-2025,2025-03-01,Ground,28.8,Vehicle Breakdown
SHIP-001752,ORD-000525,XPO,wh36,2026/02/03,2026-02-04,,Ground,21.36,Port Congestion
SHIP-001753,ORD-000785,U.P.S.,wh33,Mar 14 2026,2026-03-17,2026/03/15,Air,53.7,
SHIP-001754,ORD-000048,FEDEX,WH-12,May 24 2026,May 29 2026,2026/05/27,Express,56.72,
SHIP-001755,ORD-000204,fedex,WH-25,May 19 2025,2025/05/21,,Ground,19.99,Labor Shortage
SHIP-001756,ORD-001846,ARAMEX,WH-02,Jan 28 2025,2025/02/04,2025-02-02,Ground,24.84,
SHIP-001757,ORD-001656,Blue Dart,wh53,2025-09-15,17-Sep-2025,,Air,59.66,Carrier Capacity Shortage
SHIP-001758,ORD-000022,ARAMEX,Warehouse 5,04-Dec-2025,2025-12-06,05-Dec-2025,Express,57.96,
SHIP-001759,ORD-000403,MAERSK,WH-23,12-Apr-2025,16-Apr-2025,14-Apr-2025,Ocean,22.96,Warehouse Processing Backlog
SHIP-001760,ORD-001108,ARAMEX,WH-45,2025-04-11,Apr 15 2025,2025/04/13,Ground,19.18,Vehicle Breakdown
SHIP-001761,ORD-001155,xpo logistics,wh32,2025-03-22,2025-03-22,2025-03-22,Rail,17.25,
SHIP-001762,ORD-001440,usps,Warehouse 39,Oct 28 2025,02-Nov-2025,2025/11/02,Ground,25.75,
SHIP-001763,ORD-000990,DHL,WH-32,14-Apr-2026,2026-04-15,2026/04/15,Express,54.81,
SHIP-001764,ORD-000742,aramex,wh24,2025-04-26,May 01 2025,29-Apr-2025,Express,53.88,Labor Shortage
SHIP-001765,ORD-001722,FEDEX,wh-32,2026-01-13,18-Jan-2026,18-Jan-2026,Express,50.23,
SHIP-001766,ORD-001311,USPS,WH-54,2025/02/08,Feb 14 2025,2025-02-12,Ground,20.16,
SHIP-001767,ORD-001148,XPO,wh51,Feb 07 2026,Feb 14 2026,2026-02-13,Ground,17.67,Supplier Stock Shortage
SHIP-001768,ORD-000034,,WH-24,2025/08/30,04-Sep-2025,02-Sep-2025,Air,45.75,Carrier Capacity Shortage
SHIP-001769,ORD-000788,usps,wh22,Jul 12 2025,12-Jul-2025,Jul 12 2025,Ground,23.85,Documentation Error
SHIP-001770,ORD-001541,USPS,WH-49,2025/06/13,Jun 20 2025,2025-06-21,Ground,24.31,Carrier Capacity Shortage
SHIP-001771,ORD-000924,xpo logistics,WH-33,2025-02-16,2025-02-20,2025/02/18,Ground,35.25,Supplier Stock Shortage
SHIP-001772,ORD-001044,FEDEX,WH-51,2025/01/22,2025-01-25,,Air,40.18,Weather Disruption
SHIP-001773,ORD-001776,dhl express,WH-39,2026-01-14,Jan 20 2026,19-Jan-2026,Air,66.23,Labor Shortage
SHIP-001774,ORD-001244,,WH-55,2025-05-22,2025/05/28,2025-05-28,Rail,26.86,Customs Clearance Delay
SHIP-001775,ORD-000580,bluedart,Warehouse 28,2026-02-10,Feb 11 2026,Feb 12 2026,Ground,25.35,Weather Disruption
SHIP-001776,ORD-000482,aramex,WH-58,20-Nov-2025,24-Nov-2025,Nov 23 2025,Ground,19.84,
SHIP-001777,ORD-000932,dhl,WH-50,2025/07/26,2025-08-02,2025-08-05,Air,46.05,Port Congestion
